Probe Set ID,Gene Symbol
tpiA_b3919_at,tpiA
tpr_b1229_f_at,---
tpx_b1324_at,tpx /// tpx
tra5_1_b0372_s_at,---
tra5_3_b1026_s_at,---
tra8_3_b4284_s_at,insI1 /// ydbA
treA_b1197_at,treA
treB_b4240_at,ECs5217 /// treB
treC_b4239_at,ECs5216 /// treC
treF_b3519_at,treF /// treF
treR_b4241_at,treR /// treR
trg_b1421_at,trg
trkA_b3290_at,trkA /// trkA
trkG_b1363_at,trkG
trkH_b3849_at,trkH
trmA_b3965_at,trmA
trmD_b2607_at,trmD /// trmD
trpA_b1260_at,trpA /// trpA
trpB_b1261_at,trpB
trpC_b1262_at,ECs1834 /// trpC
trpD_b1263_at,trpD
trpE_b1264_at,trpE
trpL_b1265_at,trpL
trpR_b4393_at,ECs5351 /// trpR
trpS_b3384_at,trpS
trpT_b3761_at,trpT
trs5_5_b1370_at,insH1
trs5_8_b2192_s_at,---
truA_b2318_at,truA /// truA
truB_b3166_at,truB
trxA_b3781_at,trxA /// trxA
trxB_b0888_at,ECs0973 /// trxB
trxC_b2582_at,ECs3448 /// trxC
tsf_b0170_at,tsf /// tsf
tsr_b4355_at,tsr
tsx_b0411_at,ECs0464 /// tsx
ttdA_b3061_at,ttdA
ttdB_b3062_at,ttdB
ttk_b3641_at,slmA /// slmA
tufA_b3339_s_at,tuf /// tufA /// tufB
tufB_b3980_s_at,---
tus_b1610_at,ECs2316 /// tus
tynA_b1386_at,tynA
tyrA_b2600_at,tyrA /// tyrA
tyrB_b4054_at,ECs5036 /// tyrB
tyrP_b1907_at,ECs2615 /// tyrP
tyrR_b1323_at,ECs1902 /// tyrR
tyrS_b1637_at,ECs2346 /// tyrS
tyrT_b1231_s_at,---
tyrU_b3977_f_at,tyrU
tyrV_b1230_s_at,tyrT /// tyrV
ubiA_b4040_at,ubiA
ubiB_b3844_at,fre /// fre
ubiC_b4039_at,ubiC /// ubiC
ubiE_b3833_at,ubiE /// ubiE
ubiG_b2232_at,ECs3115 /// ubiG
ubiH_b2907_at,ECs3778 /// ubiH
ubiX_b2311_at,ECs3195 /// ubiX
ucpA_b2426_at,ECs3297 /// ucpA
udhA_b3962_at,ECs4891 /// sthA
udk_b2066_at,ECs2873 /// udk
udp_b3831_at,ECs4761 /// udp
ugd_b2028_at,ECs2829 /// ugd
ugpA_b3452_at,ECs4298 /// ugpA
ugpB_b3453_at,ECs4299 /// ugpB
ugpC_b3450_at,ugpC
ugpE_b3451_at,ugpE
ugpQ_b3449_at,ugpQ
uhpA_b3669_at,uhpA
uhpB_b3668_at,uhpB
uhpC_b3667_at,uhpC
uhpT_b3666_at,uhpT /// uhpT
uidA_b1617_at,uidA
uidB_b1616_at,ECs2323 /// uidB
uidC_b1615_at,uidC
uidR_b1618_at,ECs2326 /// uidR
umuC_b1184_at,umuC /// umuC
umuD_b1183_at,ECs1678 /// umuD
ung_b2580_at,ECs3446 /// ung
upp_b2498_at,upp
uraA_b2497_at,ECs3359 /// uraA
usg_b2319_at,ECs3203 /// usg
ushA_b0480_at,ushA /// ushA
uspA_b3495_at,ECs4367 /// uspA
uup_b0949_at,ECs1033 /// uup
uvrA_b4058_at,uvrA
uvrB_b0779_at,uvrB
uvrC_b1913_at,uvrC
uvrD_b3813_at,uvrD
uvrY_b1914_at,ECs2652 /// uvrY
uxaA_b3091_at,uxaA
uxaB_b1521_at,uxaB
uxaC_b3092_at,ECs3974 /// uxaC
uxuA_b4322_at,ECs5281 /// uxuA
uxuB_b4323_at,ECs5282 /// uxuB
uxuR_b4324_at,ECs5283 /// uxuR
vacB_b4179_at,ECs5155 /// rnr
vacJ_b2346_at,ECs3229 /// mlaA
valS_b4258_at,valS
valT_b0744_s_at,valT /// valU /// valX /// valY /// valZ
valV_b1665_f_at,valV
valW_b1666_f_at,valW
valX_b2402_s_at,valT /// valU /// valX /// valY /// valZ
valY_b2403_s_at,---
valZ_b0746_s_at,valT /// valU /// valX /// valY /// valZ
visC_b2906_at,ubiI
vsr_b1960_at,ECs2698 /// vsr
wbbH_b2035_at,wbbH
wbbI_b2034_at,wbbI
wbbJ_b2033_at,wbbJ
wbbK_b2032_at,wbbK
wcaA_b2059_at,ECs2864 /// wcaA
wcaB_b2058_at,ECs2863 /// wcaB
wcaC_b2057_at,wcaC
wcaD_b2056_at,wcaD /// wcaD
wcaE_b2055_at,wcaE
wcaF_b2054_at,wcaF
wcaG_b2052_at,ECs2857 /// wcaG
wcaH_b2051_at,ECs2856 /// wcaH
wcaI_b2050_at,ECs2855 /// wcaI
wcaJ_b2047_at,ECs2852 /// wcaJ
wcaK_b2045_at,wcaK
wcaL_b2044_at,ECs2849 /// wcaL
wcaM_b2043_at,wcaM
wecB_b3786_at,ECs4719 /// wecB
wecC_b3787_at,wecC /// wecC
wecD_b3790_at,ECs4723 /// wecD
wecE_b3791_at,ECs4724 /// wecE
wecF_b3793_at,ECs4727 /// wzyE
wecG_b3794_at,ECs4728 /// wecG
wrbA_b1004_at,wrbA
wza_b2062_at,ECs2867 /// wza
wzb_b2061_at,ECs2866 /// wzb
wzxC_b2046_at,ECs2851 /// wzxC
wzxE_b3792_at,ECs4725 /// wzxE
wzzB_b2027_at,wzzB
wzzE_b3785_at,ECs4718 /// wzzE
xapA_b2407_at,xapA
xapB_b2406_at,xapB
xapR_b2405_at,xapR
xasA_b1492_at,ECs2097 /// gadC
xerC_b3811_at,xerC /// xerC
xerD_b2894_at,xerD /// xerD
xseA_b2509_at,xseA /// xseA
xseB_b0422_at,ECs0476 /// xseB
xthA_b1749_at,xthA
xylA_b3565_at,ECs4448 /// xylA
xylB_b3564_at,ECs4447 /// xylB
xylE_b4031_at,xylE /// xylE
xylF_b3566_at,xylF /// xylF
xylG_b3567_at,ECs4450 /// xylG
xylH_b3568_at,xylH
xylR_b3569_at,ECs4452 /// xylR
yaaA_b0006_at,ECs0006 /// yaaA
yaaF_b0030_at,ECs0033 /// rihC
yaaH_b0010_at,ECs0010 /// satP
yaaI_b0013_at,ECs0013 /// yaaI
yaaJ_b0007_at,yaaJ
yaaU_b0045_at,ECs0048 /// yaaU
yabB_b0081_at,ECs0085 /// mraZ
yabC_b0082_at,mraW /// rsmH
yabF_b0046_at,ECs0049 /// kefF
yabH_b0055_at,djlA /// djlA
yabI_b0065_at,yabI
yabJ_b0066_at,thiQ
yabK_b0067_at,thiP /// thiP
yabM_b0070_at,setA
yabN_b0069_at,sgrR
yabO_b0058_at,ECs0062 /// rluA
yabP_b0056_at,---
yabQ_b0057_at,yabP
yacA_b0097_at,ECs0101 /// secM
yacC_b0122_at,yacC
yacE_b0103_at,coaE
yacF_b0102_at,ECs0106 /// zapD
yacG_b0101_at,ECs0105 /// yacG
yacH_b0117_at,yacH
yacK_b0123_at,cueO
yacL_b0119_at,ECs0123 /// yacL
yadB_b0144_at,gluQ
yadC_b0135_at,yadC
yadD_b0132_at,yadD
yadE_b0130_at,ECs0134 /// yadE
yadF_b0126_at,can /// ECs0130
yadG_b0127_at,ECs0131 /// yadG
yadH_b0128_at,ECs0132 /// yadH
yadI_b0129_at,ECs0133 /// yadI
yadK_b0136_at,yadK
yadL_b0137_at,yadL
yadM_b0138_at,yadM
yadN_b0141_at,yadN
yadP_b0147_at,ECs0151 /// ligT
yadQ_b0155_at,clcA /// ECs0159
yadR_b0156_at,ECs0160 /// erpA
yadS_b0157_at,ECs0161 /// yadS
yadT_b0158_at,btuF /// ECs0162
yaeB_b0195_at,ECs0197 /// tsaA
yaeC_b0197_at,metQ /// metQ
yaeD_b0200_at,ECs0202 /// gmhB
yaeE_b0198_at,ECs0200 /// metI
yaeF_b0193_at,ECs0195 /// yaeF
yaeG_b0162_at,cdaR /// ECs0166
yaeH_b0163_at,ECs0167 /// yaeH
yaeI_b0164_at,yaeI
yaeJ_b0191_at,arfB
yaeL_b0176_at,ECs0178 /// rseP
yaeM_b0173_at,dxr /// ECs0175
yaeO_b0189_at,rof
yaeQ_b0190_at,yaeQ
yaeR_b0187_at,ECs0189 /// yaeR
yaeS_b0174_at,ECs0176 /// ispU
yaeT_b0177_at,bamA /// ECs0179
yafA_b0239_at,frsA /// frsA
yafB_b0207_at,dkgB
yafC_b0208_at,ECs0204 /// yafC
yafD_b0209_at,yafD
yafE_b0210_at,ECs0206 /// yafE
yafH_b0221_at,fadE
yafJ_b0223_at,yafJ
yafK_b0224_at,yafK
yafL_b0227_at,yafL
yafM_b0228_at,rayT
yafN_b0232_at,ECs0259 /// yafN
yafO_b0233_at,ECs0260 /// yafO
yafP_b0234_at,ECs0261 /// yafP
yafQ_b0225_at,ECs0252 /// yafQ
yafS_b0213_at,ECs0209 /// yafS
yafT_b0217_at,yafT
yafU_b0218_at,yafU
yafV_b0219_at,yafV
yafW_b0246_at,yafW
yafX_b0248_at,yafX
yafY_b0251_at,yafY
yafZ_b0252_at,yafZ
yagA_b0267_at,yagA
yagB_b0266_at,yagB
yagD_b0261_at,mmuM
yagE_b0268_at,yagE
yagF_b0269_at,yagF
yagG_b0270_at,yagG
yagH_b0271_at,yagH
yagI_b0272_at,yagI
yagJ_b0276_at,yagJ
yagK_b0277_at,yagK
yagL_b0278_at,yagL
yagM_b0279_at,yagM
yagN_b0280_at,yagN
yagP_b0282_at,---
yagQ_b0283_at,ECs0313 /// paoD
yagR_b0284_at,ECs0314 /// paoC
yagS_b0285_at,ECs0315 /// paoB
yagT_b0286_at,ECs0316 /// paoA
yagU_b0287_at,ECs0317 /// yagU
yagV_b0289_at,ecpE
yagW_b0290_at,ecpD /// ECs0320
yagX_b0291_at,ecpC /// ECs0321
yagY_b0292_at,ecpB
yagZ_b0293_at,ecpA /// ECs0323
yahA_b0315_at,yahA
yahB_b0316_at,yahB
yahC_b0317_at,yahC
yahD_b0318_at,ECs0367 /// yahD
yahE_b0319_at,yahE
yahF_b0320_at,ECs0369 /// yahF
yahG_b0321_at,yahG
yahH_b0322_f_at,---
yahI_b0323_at,yahI
yahJ_b0324_at,ECs0373 /// yahJ
yahK_b0325_at,ECs0379 /// yahK
yahL_b0326_at,ECs0380 /// yahL
yahM_b0327_at,yahM
yahN_b0328_at,ECs0382 /// yahN
yahO_b0329_at,ECs0383 /// yahO
yaiA_b0389_at,ECs0439 /// yaiA
yaiB_b0382_at,ECs0432 /// iraP
yaiC_b0385_at,adrA /// yaiC
yaiD_b0393_at,rdgC /// rdgC
yaiE_b0391_at,ECs0441 /// yaiE
yaiH_b0376_at,ampH /// ECs0426
yaiI_b0387_at,ECs0436 /// yaiI
yaiL_b0354_at,ECs0409 /// yaiL
yaiM_b0355_at,frmB
yaiN_b0357_at,ECs0412 /// frmR
yaiO_b0358_at,yaiO
yaiP_b0363_at,yaiP
yaiS_b0364_at,yaiS
yaiT_b0371_at,yaiT
yaiU_b0374_at,ECs0424 /// yaiT
yaiV_b0375_at,ECs0425 /// yaiV
yaiW_b0378_at,ECs0428 /// yaiW
yajB_b0404_at,acpH
yajC_b0407_at,yajC /// yajC
yajD_b0410_at,ECs0463 /// yajD
yajF_b0394_at,ECs0444 /// mak
yajG_b0434_at,ECs0488 /// yajG
yajI_b0412_at,ECs0465 /// yajI
yajK_b0423_at,thiI
yajO_b0419_at,yajO
yajQ_b0426_at,yajQ
yajR_b0427_at,ECs0481 /// yajR
ybaA_b0456_at,ECs0509 /// ybaA
ybaB_b0471_at,ECs0524 /// ybaB
ybaC_b0476_at,aes /// ECs0529
ybaD_b0413_at,nrdR /// nrdR
ybaE_b0445_at,ECs0499 /// ybaE
ybaJ_b0461_at,ECs0514 /// tomB
ybaK_b0481_at,ECs0534 /// ybaK
ybaL_b0478_at,ECs0531 /// ybaL
ybaM_b0466_at,ybaM
ybaN_b0468_at,ECs0521 /// ybaN
ybaO_b0447_at,ECs0501 /// ybaO
ybaP_b0482_at,ECs0535 /// ybaP
ybaQ_b0483_at,ECs0536 /// ybaQ
ybaR_b0484_at,copA /// copA
ybaS_b0485_at,ECs0538 /// glsA
ybaT_b0486_at,ybaT
ybaU_b0441_at,ECs0495 /// ppiD
ybaV_b0442_at,ECs0496 /// ybaV
ybaW_b0443_at,ECs0497 /// fadM
ybaX_b0444_at,ECs0498 /// queC
ybaY_b0453_at,ybaY
ybaZ_b0454_at,ybaZ
ybbA_b0495_at,ECs0557 /// ybbA
ybbB_b0503_at,ECs0564 /// mnmH
ybbC_b0498_at,ybbC
ybbD_b0500_at,ECs0561 /// ybbD
ybbF_b0524_at,lpxH
ybbI_b0487_at,cueR
ybbJ_b0488_at,ybbJ
ybbK_b0489_at,ECs0552 /// qmcA
ybbL_b0490_at,fetA
ybbM_b0491_at,ECs0554 /// fetB
ybbN_b0492_at,ECs0555 /// ybbN
ybbO_b0493_at,ECs0556 /// ybbO
ybbP_b0496_at,ECs0559 /// ybbP
ybbQ_b0509_at,glxR
ybbS_b0504_at,allS /// ECs0565
ybbT_b0505_at,allA /// ECs0566
ybbU_b0506_at,allR /// ECs0567
ybbV_b0510_at,ECs0571 /// ECs0572 /// ybbW
ybbW_b0511_at,ybbW
ybbX_b0512_at,allB
ybbY_b0513_at,ECs0575 /// ybbY
ybbZ_b0514_at,ECs0576 /// glxK
ybcH_b0567_at,ECs0599 /// ybcH
ybcI_b0527_at,ybcI
ybcJ_b0528_at,ybcJ
ybcK_b0544_at,ECs1615 /// ybcK
ybcL_b0545_at,ybcL
ybcM_b0546_at,ybcM
ybcN_b0547_at,ybcN
ybcO_b0549_at,ybcO
ybcQ_b0551_at,quuD
ybcR_b0554_at,essD
ybcS_b0555_at,rrrD
ybcT_b0556_f_at,ECs1623 /// rzpD
ybcU_b0557_at,borD /// ECs1217 /// ECs1625
ybcV_b0558_at,ECs1626 /// ybcV
ybcW_b0559_at,ECs1627 /// ybcW
ybcX_b0561_at,tfaD
ybcY_b0562_at,ECs1656 /// ybcY
ybcZ_b0570_at,cusS
ybdA_b0591_at,ECs0630 /// entS
ybdB_b0597_at,entH
ybdE_b0575_at,cusA
ybdF_b0579_at,ECs0617 /// ybdF
ybdG_b0577_at,ECs0615 /// ybdG
ybdH_b0599_at,ybdH
ybdJ_b0580_at,ECs0618 /// ybdJ
ybdK_b0581_at,ybdK
ybdL_b0600_at,ECs0639 /// ybdL
ybdM_b0601_at,ECs0640 /// ybdM
ybdN_b0602_at,ECs0641 /// ybdN
ybdO_b0603_at,ECs0642 /// ybdO
ybdQ_b0607_at,ECs0646 /// uspG
ybdR_b0608_at,ECs0647 /// ybdR
ybdS_b0612_at,citT /// ECs0651
ybdU_b0614_at,citX /// citX
ybeA_b0636_at,ECs0674 /// rlmH
ybeB_b0637_at,ECs0675 /// rsfS
ybeC_b0627_at,tatE /// tatE
ybeD_b0631_at,ECs0669 /// ybeD
ybeF_b0629_at,ECs0667 /// ybeF
ybeH_b0625_at,ECs0664 /// ybeM
ybeJ_b0655_at,gltI
ybeK_b0651_at,rihA
ybeL_b0643_at,ECs0681 /// ybeL
ybeM_b0626_at,ECs0664 /// ybeM
ybeN_b0639_at,nadD /// nadD
ybeQ_b0644_at,ECs0682 /// ybeQ
ybeR_b0645_at,ybeR
ybeS_b0646_at,djlB /// ECs0684
ybeT_b0647_at,ECs0685 /// ybeT
ybeU_b0648_at,ybeU
ybeV_b0649_at,djlC
ybeW_b0650_at,hscC
ybeX_b0658_at,ECs0696 /// ybeX
ybeY_b0659_at,ECs0697 /// ybeY
ybeZ_b0660_at,ECs0698 /// ybeZ
ybfA_b0699_at,ECs0728 /// ybfA
ybfB_b0702_at,ybfB
ybfC_b0704_at,ybfC
ybfD_b0706_s_at,---
ybfE_b0685_at,ECs0716 /// ybfE
ybfF_b0686_at,ECs0717 /// ybfF
ybfG_b0690_at,---
ybfH_b0691_at,ybfG
ybfL_b0705_s_at,ECs0241 /// ECs0602 /// ECs0731 /// ybfL /// ydcC /// yhhI
ybfM_b0681_at,chiP
ybfN_b0682_at,chiQ /// ECs0713
ybfP_b0689_at,ybfP
ybgA_b0707_at,ybgA
ybgC_b0736_at,ECs0771 /// ybgC
ybgD_b0719_at,ybgD
ybgE_b0735_at,ECs0770 /// ybgE
ybgF_b0742_at,ECs0777 /// ybgF
ybgG_b0732_at,mngB
ybgH_b0709_at,dtpD /// ECs0734
ybgI_b0710_at,ECs0735 /// ybgI
ybgJ_b0711_at,ECs0736 /// ybgJ
ybgK_b0712_at,ECs0737 /// ybgK
ybgL_b0713_at,ECs0738 /// ybgL
ybgO_b0716_at,ybgO
ybgP_b0717_at,ybgP
ybgQ_b0718_at,ybgQ
ybgR_b0752_at,ECs0780 /// zitB
ybhA_b0766_at,ECs0794 /// ybhA
ybhB_b0773_at,ybhB
ybhC_b0772_at,ECs0800 /// ybhC
ybhD_b0768_at,ybhD
ybhE_b0767_at,pgl
ybhF_b0794_at,ECs0872 /// ybhF
ybhH_b0769_at,ECs0797 /// ybhH
ybhI_b0770_at,ECs0798 /// ybhI
ybhJ_b0771_at,ECs0799 /// ybhJ
ybhK_b0780_at,ECs0858 /// ybhK
ybhL_b0786_at,ybhL
ybhM_b0787_at,ECs0865 /// ybhM
ybhN_b0788_at,ybhN
ybhO_b0789_at,clsB /// ECs0867
ybhP_b0790_at,ECs0868 /// ybhP
ybhQ_b0791_at,ECs0869 /// ybhQ
ybhR_b0792_at,ECs0870 /// ybhR
ybhS_b0793_at,ECs0871 /// ybhS
ybiA_b0798_at,ybiA
ybiB_b0800_at,ybiB
ybiC_b0801_at,ybiC
ybiF_b0813_at,ECs0891 /// rhtA
ybiH_b0796_at,ECs0874 /// ybiH
ybiI_b0803_at,ECs0881 /// ybiI
ybiJ_b0802_at,ybiJ
ybiK_b0828_at,iaaA
ybiM_b0806_at,ECs0884 /// mcbA
ybiN_b0807_at,ECs0885 /// rlmF
ybiO_b0808_at,ybiO
ybiP_b0815_at,ECs0893 /// opgE
ybiR_b0818_at,ECs0895 /// ybiR
ybiS_b0819_at,ECs0896 /// ldtB
ybiT_b0820_at,ECs0897 /// ybiT
ybiU_b0821_at,ECs0898 /// ybiU
ybiW_b0823_at,ybiW
ybiX_b0804_at,ECs0882 /// ybiX
ybiY_b0824_at,ECs0902 /// ybiY
ybjC_b0850_at,ECs0930 /// ybjC
ybjD_b0876_at,ECs0962 /// ybjD
ybjE_b0874_at,ECs0960 /// ybjE
ybjF_b0859_at,rlmC
ybjG_b0841_at,ECs0921 /// ybjG
ybjH_b0843_at,ECs0923 /// ybjH
ybjM_b0848_at,ECs0928 /// ybjM
ybjN_b0853_at,ECs0933 /// ybjN
ybjO_b0858_at,ECs0938 /// ybjO
ybjP_b0865_at,ybjP
ybjT_b0869_at,ybjT
ybjU_b0870_at,ltaE
ybjW_b0873_at,hcp
ybjX_b0877_at,ECs0963 /// ybjX
ybjZ_b0879_at,ECs0965 /// macB
ycaC_b0897_at,ycaC
ycaD_b0898_at,ECs0983 /// ycaD
ycaH_b0915_at,lpxK
ycaI_b0913_at,ECs0996 /// ycaI
ycaJ_b0892_at,ECs0977 /// rarA
ycaK_b0901_at,ycaK
ycaL_b0909_at,ECs0992 /// ycaL
ycaN_b0900_at,ycaN
ycaO_b0905_at,ycaO
ycaP_b0906_at,ECs0989 /// ycaP
ycaQ_b0916_at,ECs0999 /// ycaQ
ycaR_b0917_at,ECs1000 /// ycaR
ycbB_b0925_at,ECs1008 /// ldtD
ycbC_b0920_at,ECs1003 /// elyC
ycbE_b0933_at,ssuB
ycbF_b0944_at,ycbF
ycbG_b0956_at,ECs1040 /// matP
ycbK_b0926_at,ECs1009 /// ycbK
ycbL_b0927_at,ECs1010 /// ycbL
ycbM_b0934_at,ssuC /// ssuC
ycbN_b0935_at,ssuD
ycbO_b0936_at,ssuA
ycbP_b0937_at,ssuE
ycbQ_b0938_at,ECs1021 /// elfA
ycbR_b0939_at,ECs1022 /// elfD
ycbS_b0940_at,elfC
ycbW_b0946_at,ECs1030 /// zapC
ycbY_b0948_at,rlmL /// rlmL
yccA_b0970_at,yccA
yccC_b0981_at,etk
yccD_b0999_at,cbpM /// ECs1154
yccE_b1001_at,yccE
yccF_b0961_at,ECs1045 /// yccF
yccJ_b1003_at,ECs1159 /// yccJ
yccK_b0969_at,ECs1053 /// tusE
yccM_b0992_at,ECs1147 /// yccM
yccV_b0966_at,ECs1050 /// hspQ
yccY_b0982_at,etp /// etp
yccZ_b0983_at,ECs1139 /// gfcE
ycdB_b1019_at,ECs1265 /// efeB
ycdC_b1013_at,ECs1259 /// rutR
ycdF_b1005_at,---
ycdG_b1006_at,ECs1252 /// rutG
ycdO_b1018_at,ECs1264 /// efeO
ycdP_b1021_at,pgaD /// pgaD
ycdQ_b1022_at,ECs1268 /// pgaC
ycdR_b1023_at,pgaB /// pgaB
ycdS_b1024_at,pgaA /// pgaA
ycdT_b1025_at,ECs1271 /// ycdT
ycdU_b1029_at,ECs1298 /// ycdU
ycdV_b1031_s_at,---
ycdW_b1033_at,ECs1410 /// ghrA
ycdX_b1034_at,ECs1411 /// ycdX
ycdY_b1035_at,ECs1412 /// ycdY
ycdZ_b1036_at,ECs1413 /// ycdZ
yceA_b1055_at,ECs1433 /// yceA
yceB_b1063_at,ECs1441 /// yceB
yceC_b1086_at,rluC
yceD_b1088_at,ECs1466 /// yceD
yceE_b1053_at,ECs1431 /// mdtG
yceF_b1087_at,maf /// yceF
yceG_b1097_at,ECs1475 /// yceG
yceH_b1067_at,ECs1445 /// yceH
yceI_b1056_at,ECs1434 /// yceI
yceK_b1050_at,yceK
yceL_b1065_at,ECs1443 /// mdtH
yceO_b1058_at,ECs1436 /// yceO
yceP_b1060_at,bssS /// bssS
ycfA_b1156_at,tfaE
ycfB_b1133_at,mnmA
ycfC_b1132_at,ECs1604 /// hflD
ycfD_b1128_at,ECs1573 /// roxA
ycfF_b1103_at,ECs1481 /// hinT
ycfH_b1100_at,ECs1478 /// ycfH
ycfJ_b1110_at,ECs1488 /// ycfJ
ycfK_b1154_f_at,stfP
ycfL_b1104_at,ECs1482 /// ycfL
ycfM_b1105_at,ECs1483 /// lpoB
ycfN_b1106_at,thiK
ycfO_b1107_at,ECs1485 /// nagZ
ycfP_b1108_at,ECs1486 /// ycfP
ycfQ_b1111_at,ECs1489 /// ycfQ
ycfR_b1112_at,bhsA /// ECs1490
ycfS_b1113_at,ECs1491 /// ldtC
ycfT_b1115_at,ycfT
ycfU_b1116_at,ECs1494 /// lolC
ycfV_b1117_at,lolD /// lolD
ycfW_b1118_at,ECs1496 /// lolE
ycfX_b1119_at,ECs1497 /// nagK
ycgB_b1188_at,ECs1683 /// ycgB
ycgC_b1198_at,dhaM /// ECs1703
ycgE_b1162_at,bluR
ycgJ_b1177_at,ECs1671 /// ycgJ
ycgK_b1178_at,ECs1672 /// pliG
ycgL_b1179_at,ECs1674 /// ycgL
ycgN_b1181_at,ECs1676 /// ycgN
ycgR_b1194_at,ycgR
ycgW_b1160_at,iraM
ycgX_b1161_at,ycgX
ycgY_b1196_at,ycgY
ycgZ_b1164_at,ycgZ
ychA_b1214_at,ECs1719 /// ychA
ychB_b1208_at,ipk /// ispE
ychE_b1242_at,ECs1742 /// ychE
ychF_b1203_at,ECs1708 /// ychF
ychG_b1239_at,---
ychH_b1205_f_at,ECs1710 /// ychH
ychJ_b1233_at,ECs1735 /// ychJ
ychK_b1234_at,ECs1736 /// rssA
ychM_b1206_at,dauA /// ECs1711
ychN_b1219_at,ECs1724 /// ychN
ychP_b1220_at,ECs1725 /// ychO
yciA_b1253_at,ECs1753 /// yciA
yciB_b1254_at,ECs1754 /// yciB
yciC_b1255_at,ECs1755 /// yciC
yciD_b1256_at,ECs1756 /// ompW
yciE_b1257_at,ECs1829 /// yciE
yciF_b1258_at,ECs1830 /// yciF
yciG_b1259_at,ECs1831 /// yciG
yciH_b1282_at,ECs1855 /// yciH
yciI_b1251_at,ECs1751 /// yciI
yciK_b1271_at,ECs1843 /// yciK
yciL_b1269_at,rluB
yciM_b1280_at,ECs1853 /// yciM
yciN_b1273_at,ECs1845 /// yciN
yciO_b1267_at,yciO
yciQ_b1268_at,yciQ
yciR_b1285_at,ECs1858 /// gmr
yciS_b1279_at,ECs1852 /// yciS
yciV_b1266_at,ECs1838 /// yciV
yciW_b1287_at,ECs1860 /// yciW
ycjC_b1299_at,ECs1876 /// puuR
ycjD_b1289_at,ycjD
ycjF_b1322_at,ycjF
ycjG_b1325_at,ECs1904 /// ycjG
ycjI_b1326_at,ECs1905 /// mpaA
ycjJ_b1296_at,puuP
ycjL_b1298_at,puuD
ycjM_b1309_at,ycjM
ycjO_b1311_at,ECs1890 /// ycjO
ycjP_b1312_at,ycjP
ycjQ_b1313_at,ycjQ
ycjS_b1315_at,ECs1894 /// ycjS
ycjT_b1316_at,ECs1895 /// ycjT
ycjU_b1317_at,ycjU
ycjV_b1318_at,---
ycjW_b1320_at,ycjW
ycjX_b1321_at,ycjX
ycjZ_b1328_at,ECs1910 /// pgrR
ydaA_b1333_at,ECs1914 /// uspE
ydaC_b1347_at,ECs1931 /// ydaC
ydaD_b1352_at,kil /// kilR
ydaH_b1336_at,abgT /// ECs1917
ydaJ_b1338_at,abgA /// ECs1922
ydaK_b1339_at,abgR /// ECs1923
ydaL_b1340_at,ECs1924 /// smrA
ydaO_b1344_at,ECs1928 /// ttcA
ydaQ_b1346_at,ydaQ
ydaR_b1356_at,racR
ydaS_b1357_at,ydaS
ydaT_b1358_at,ydaT
ydaU_b1359_at,ydaU
ydaW_b1361_at,ydaW
ydaY_b1366_at,ydaY
ydbA_1_b1401_at,ydbA
ydbA_2_b1405_at,ydbA
ydbC_b1406_at,ydbC
ydbD_b1407_at,ECs2009 /// ydbD
ydbH_b1381_at,ydbH
ydbK_b1378_at,ECs2000 /// pfo
ydbL_b1383_at,ydbL
ydbO_b1388_at,paaA
ydbP_b1390_at,paaC
ydbS_b1393_at,paaF
ydbU_b1395_at,paaH
ydcA_b1419_at,ECs2024 /// ydcA
ydcD_b1457_at,ydcD
ydcE_b1461_at,ECs2064 /// pptA
ydcF_b1414_at,ECs2020 /// ydcF
ydcG_b1424_at,mdoD /// opgD
ydcH_b1426_at,ECs2031 /// ydcH
ydcN_b1434_at,ECs2037 /// ydcN
ydcP_b1435_at,ECs2039 /// ydcP
yddA_b1496_at,ECs2101 /// yddA
yddB_b1495_at,ECs2100 /// yddB
yddE_b1464_at,ECs2067 /// yddE
yddG_b1473_at,yddG
yddM_b1477_at,yddM
ydeA_b1528_at,ydeA
ydeB_b1529_at,marC
ydeD_b1533_at,eamA
ydeF_b1534_at,ydeE
ydeH_b1535_at,dgcZ /// ECs2144
ydeI_b1536_at,ydeI
ydeJ_b1537_at,ECs2146 /// ydeJ
ydeK_b1510_at,ECs2117
ydeV_b1511_at,ECs2118 /// lsrK
ydeW_b1512_at,ECs2119 /// lsrR
ydeY_b1514_at,ECs2121 /// lsrC
ydeZ_b1515_at,ECs2122 /// lsrD
ydfA_b1571_at,---
ydfB_b1572_at,ydfB
ydfC_b1573_at,ECs1764 /// ECs5458 /// ydfC
ydfD_b1576_at,ydfD
ydfE_b1577_at,ydfE
ydfG_b1539_at,ECs2148 /// ydfG
ydfH_b1540_at,ECs2149 /// rspR
ydfI_b1542_at,ECs2151 /// ydfI
ydfM_b1546_s_at,tfaQ /// tfaR
ydfO_b1549_at,ydfO
ydgA_b1614_at,ECs2320 /// ydgA
ydgB_b1606_at,ECs2312 /// folM
ydgC_b1607_at,ECs2313 /// ydgC
ydgO_b1630_at,rnfD /// rsxD
ydgQ_b1632_at,ECs2341 /// rsxE
ydgR_b1634_at,dtpA /// tppB
ydhA_b1639_at,mliC
ydhB_b1659_at,ECs2368 /// ydhB
ydhC_b1660_at,ECs2369 /// ydhC
ydhD_b1654_at,ECs2363 /// grxD
ydhE_b1663_at,ECs2372 /// mdtK
