Probe Set ID,Gene Symbol
IG_1377_2169421_2176840_fwd_at,---
IG_1378_2169756_2169854_rev_at,---
IG_1379_2175231_2175531_rev_at,---
IG_137_232550_234797_fwd_at,---
IG_1380_2176657_2180054_rev_at,---
IG_1381_2180082_2183936_fwd_at,---
IG_1382_2180802_2180852_rev_at,---
IG_1383_2181681_2181735_rev_at,---
IG_1384_2183322_2183543_rev_at,---
IG_1385_2183817_2185399_rev_at,---
IG_1386_2184762_2184799_fwd_at,---
IG_1387_2185319_2192319_fwd_at,---
IG_1388_2190243_2190534_rev_at,---
IG_1389_2190817_2191078_rev_at,---
IG_138_233956_234026_rev_at,---
IG_1390_2192219_2209745_rev_at,---
IG_1391_2194354_2194493_fwd_at,---
IG_1392_2195319_2195429_fwd_at,yehH
IG_1393_2201932_2202549_fwd_at,---
IG_1394_2208965_2209232_fwd_at,---
IG_1395_2209707_2212885_fwd_at,---
IG_1396_2210217_2210262_rev_at,---
IG_1397_2212665_2213764_rev_at,---
IG_1398_2213618_2220204_fwd_at,yohO
IG_1399_2217502_2217711_rev_at,---
IG_139_235539_236066_fwd_at,---
IG_13_14080_14167_fwd_at,---
IG_1400_2220010_2221957_rev_at,---
IG_1401_2221921_2223784_fwd_at,---
IG_1402_2222900_2223063_rev_at,---
IG_1403_2223676_2224528_rev_at,---
IG_1404_2224400_2228643_fwd_at,---
IG_1405_2225291_2225342_rev_at,---
IG_1406_2226860_2227457_rev_at,---
IG_1407_2228406_2234762_rev_at,---
IG_1408_2229735_2229863_fwd_at,---
IG_1409_2230749_2230897_fwd_at,---
IG_140_236003_238745_rev_at,---
IG_1410_2231860_2232052_fwd_at,---
IG_1411_2234521_2241929_fwd_at,---
IG_1412_2237310_2237369_rev_at,---
IG_1413_2238369_2238647_rev_at,---
IG_1414_2239689_2239829_rev_at,---
IG_1415_2241673_2242797_rev_at,---
IG_1416_2242767_2247736_fwd_at,---
IG_1417_2244790_2245082_rev_at,---
IG_1418_2246553_2246756_rev_at,---
IG_1419_2247639_2250914_rev_at,---
IG_141_236799_236930_fwd_at,---
IG_1420_2248787_2248859_fwd_at,---
IG_1421_2250809_2253374_fwd_at,---
IG_1422_2252166_2252264_rev_at,---
IG_1423_2253207_2254104_rev_at,---
IG_1424_2254035_2261882_fwd_at,---
IG_1425_2255356_2255448_rev_at,---
IG_1426_2257317_2257738_rev_at,---
IG_1427_2261516_2275912_rev_at,yeiW
IG_1428_2263065_2263214_fwd_at,---
IG_1429_2264043_2264264_fwd_at,---
IG_142_237008_237334_fwd_at,---
IG_1430_2265732_2265848_fwd_at,---
IG_1431_2267588_2267998_fwd_at,---
IG_1432_2268566_2268745_fwd_at,---
IG_1433_2270303_2270377_fwd_at,---
IG_1434_2275910_2278651_fwd_at,---
IG_1435_2276258_2276589_rev_at,---
IG_1436_2278504_2280959_rev_at,---
IG_1437_2280413_2280536_fwd_at,---
IG_1438_2280822_2282148_fwd_at,---
IG_1439_2281968_2284409_rev_at,---
IG_143_238121_240342_fwd_at,---
IG_1440_2284157_2284230_fwd_at,---
IG_1441_2284308_2286924_fwd_at,---
IG_1442_2286921_2287084_rev_s_at,wbbL
IG_1443_2287048_2288519_fwd_at,---
IG_1444_2288102_2289377_rev_f_at,---
IG_1445_2289168_2301924_fwd_at,---
IG_1446_2294341_2294381_rev_at,---
IG_1447_2301518_2303127_rev_f_at,---
IG_1448_2302414_2311507_fwd_at,---
IG_1449_2304775_2304991_rev_at,---
IG_144_239085_239418_rev_f_at,---
IG_1450_2306636_2306710_rev_at,---
IG_1451_2308426_2308498_rev_at,---
IG_1452_2309555_2309665_rev_at,---
IG_1453_2310770_2315046_rev_at,---
IG_1454_2314848_2318062_fwd_at,---
IG_1455_2317849_2325386_rev_at,---
IG_1456_2321272_2321466_fwd_at,---
IG_1457_2325314_2337586_fwd_at,---
IG_1458_2334713_2334812_rev_at,---
IG_1459_2337441_2338436_rev_at,---
IG_145_240190_240858_rev_at,---
IG_1460_2338310_2342884_fwd_at,---
IG_1461_2342190_2346841_rev_at,---
IG_1462_2345171_2345403_fwd_f_at,---
IG_1463_2346789_2347706_fwd_f_at,---
IG_1464_2347493_2347954_rev_at,---
IG_1465_2347914_2350666_fwd_at,---
IG_1466_2350395_2356061_rev_at,---
IG_1467_2354732_2354923_fwd_at,---
IG_1468_2355824_2362573_fwd_at,---
IG_1469_2360232_2360450_rev_at,---
IG_146_240817_243542_fwd_at,---
IG_1470_2361654_2361752_rev_at,---
IG_1471_2362317_2363037_rev_at,---
IG_1472_2363000_2363914_fwd_at,---
IG_1473_2363641_2371291_rev_at,---
IG_1474_2370581_2370629_fwd_at,arnE /// ECs5486
IG_1475_2371299_2379609_fwd_at,---
IG_1476_2371589_2371667_rev_at,---
IG_1477_2377280_2377367_rev_at,---
IG_1478_2378439_2378741_rev_at,menF
IG_1479_2379048_2379101_rev_at,---
IG_147_243340_245064_rev_at,---
IG_1480_2379564_2382014_rev_at,---
IG_1481_2380546_2380732_fwd_at,---
IG_1482_2381945_2383873_fwd_at,---
IG_1483_2383743_2385729_rev_at,---
IG_1484_2384852_2384953_fwd_at,---
IG_1485_2385458_2386600_fwd_at,---
IG_1486_2386447_2388067_rev_at,---
IG_1487_2387985_2405580_fwd_at,---
IG_1488_2389346_2389531_rev_at,---
IG_1489_2391062_2391224_rev_at,---
IG_148_244122_244326_fwd_at,---
IG_1490_2398192_2398237_rev_at,---
IG_1491_2401878_2401970_rev_at,---
IG_1492_2403093_2403722_rev_at,---
IG_1493_2404662_2407539_rev_at,---
IG_1494_2406799_2406881_fwd_at,---
IG_1495_2407482_2411489_fwd_at,---
IG_1496_2409373_2409458_rev_at,---
IG_1497_2410633_2410696_rev_at,---
IG_1498_2411153_2416653_rev_at,---
IG_1499_2412693_2412766_fwd_at,---
IG_149_245095_246711_fwd_at,---
IG_14_15299_15444_fwd_f_at,---
IG_1500_2414912_2415079_fwd_at,---
IG_1501_2416622_2418640_fwd_at,---
IG_1502_2417197_2417253_rev_at,---
IG_1503_2417809_2417860_rev_at,---
IG_1504_2418506_2420668_rev_at,---
IG_1505_2419289_2419344_fwd_at,---
IG_1506_2420622_2435969_fwd_at,---
IG_1507_2421560_2421755_rev_at,---
IG_1508_2423937_2424025_rev_at,---
IG_1509_2424809_2425028_rev_at,---
IG_150_245806_245960_rev_at,---
IG_1510_2425812_2426076_rev_at,---
IG_1511_2426647_2426740_rev_at,---
IG_1512_2428259_2428294_rev_at,---
IG_1513_2428784_2429041_rev_at,---
IG_1514_2430963_2431031_rev_at,---
IG_1515_2431947_2432101_rev_at,---
IG_1516_2432762_2432843_rev_at,---
IG_1517_2434670_2434734_rev_at,---
IG_1518_2435872_2436961_rev_at,---
IG_1519_2436966_2439723_fwd_at,---
IG_151_246503_248357_rev_f_at,---
IG_1520_2438141_2438404_rev_at,---
IG_1521_2439626_2441910_rev_at,---
IG_1522_2441791_2446625_fwd_at,---
IG_1523_2442190_2442222_rev_at,---
IG_1524_2445494_2445527_rev_at,---
IG_1525_2446794_2447247_rev_at,---
IG_1526_2447178_2459319_fwd_at,---
IG_1527_2453022_2453102_rev_at,---
IG_1528_2453667_2454346_rev_at,---
IG_1529_2454833_2455034_rev_at,---
IG_152_247462_247636_fwd_at,---
IG_1530_2458490_2458669_rev_at,---
IG_1531_2458979_2462271_rev_at,---
IG_1532_2460667_2461031_fwd_at,---
IG_1533_2462091_2463320_fwd_at,---
IG_1534_2463028_2469096_rev_at,---
IG_1535_2464254_2464328_fwd_at,---
IG_1536_2464404_2464564_fwd_at,---
IG_1537_2465723_2465874_fwd_at,---
IG_1538_2468483_2468780_fwd_at,---
IG_1539_2469126_2471539_fwd_f_at,---
IG_153_248135_250041_fwd_f_at,---
IG_1540_2470083_2470131_rev_s_at,stfP
IG_1541_2471267_2474713_rev_at,---
IG_1542_2471987_2472051_fwd_at,---
IG_1543_2472877_2472976_fwd_at,---
IG_1544_2474199_2475866_fwd_at,---
IG_1545_2475650_2478657_rev_at,---
IG_1546_2478551_2481774_fwd_at,---
IG_1547_2481360_2486042_rev_at,---
IG_1548_2485988_2492717_fwd_at,---
IG_1549_2487228_2487261_rev_at,---
IG_154_250098_254258_rev_f_at,---
IG_1550_2488207_2488275_rev_at,---
IG_1551_2489971_2490023_rev_at,---
IG_1552_2491275_2491786_rev_at,---
IG_1553_2492423_2493069_rev_at,---
IG_1554_2492994_2493598_fwd_at,---
IG_1555_2493313_2495076_rev_at,---
IG_1556_2494586_2496690_fwd_at,---
IG_1557_2496316_2500009_rev_at,---
IG_1558_2500008_2507649_fwd_at,---
IG_1559_2506263_2506480_rev_at,---
IG_155_250828_250897_fwd_at,---
IG_1560_2507447_2509487_rev_at,---
IG_1561_2508907_2509020_fwd_at,---
IG_1562_2509430_2511061_fwd_at,---
IG_1563_2510727_2513662_rev_f_at,---
IG_1564_2512265_2512344_fwd_f_at,---
IG_1565_2513464_2516471_fwd_at,---
IG_1566_2515970_2516060_rev_at,---
IG_1567_2516137_2516175_rev_at,---
IG_1568_2516252_2517276_rev_at,---
IG_1569_2517226_2518950_fwd_at,---
IG_156_251954_252004_fwd_at,---
IG_1570_2518693_2519612_rev_at,---
IG_1571_2519027_2519070_fwd_at,---
IG_1572_2519147_2519192_fwd_at,---
IG_1573_2519349_2523146_fwd_at,---
IG_1574_2520498_2520748_rev_at,---
IG_1575_2522006_2522064_rev_at,---
IG_1576_2522899_2523949_rev_at,---
IG_1577_2523912_2524965_fwd_at,---
IG_1578_2524877_2526180_rev_at,ECs5495 /// ypeB
IG_1579_2525965_2529482_fwd_at,---
IG_157_253162_253466_fwd_f_at,---
IG_1580_2528197_2528266_rev_at,---
IG_1581_2529254_2534405_rev_at,---
IG_1582_2530245_2530428_fwd_at,---
IG_1583_2531401_2531783_fwd_at,---
IG_1584_2532042_2532085_fwd_at,---
IG_1585_2533814_2533853_fwd_at,---
IG_1586_2534364_2535361_fwd_f_at,---
IG_1587_2535258_2536691_rev_at,---
IG_1588_2535737_2535768_fwd_at,---
IG_1589_2536504_2543792_fwd_f_at,---
IG_158_254203_255976_fwd_at,---
IG_1590_2537604_2537736_rev_at,---
IG_1591_2539274_2539698_rev_at,cysW
IG_1592_2541549_2541851_rev_at,---
IG_1593_2542710_2542771_rev_at,---
IG_1594_2543630_2547665_rev_f_at,---
IG_1595_2547427_2550371_fwd_at,---
IG_1596_2548593_2548660_rev_at,---
IG_1597_2549237_2549296_rev_at,---
IG_1598_2550270_2552149_rev_at,---
IG_1599_2552145_2556790_fwd_at,---
IG_159_255717_258268_rev_f_at,---
IG_15_16178_16750_rev_s_at,---
IG_1600_2553203_2553247_rev_at,---
IG_1601_2556742_2563500_rev_at,---
IG_1602_2558087_2558276_fwd_at,---
IG_1603_2558919_2559387_fwd_at,---
IG_1604_2560014_2560130_fwd_at,---
IG_1605_2561138_2561596_fwd_at,---
IG_1606_2562393_2562512_fwd_at,---
IG_1607_2563353_2576685_fwd_at,---
IG_1608_2566128_2566343_rev_f_at,---
IG_1609_2570071_2570176_rev_at,---
IG_160_256436_256526_fwd_at,---
IG_1610_2573898_2574117_rev_at,---
IG_1611_2576398_2579753_rev_at,---
IG_1612_2579660_2583750_fwd_at,---
IG_1613_2580798_2580922_rev_at,---
IG_1614_2581499_2581565_rev_at,---
IG_1615_2583546_2591091_rev_at,---
IG_1616_2585452_2585614_fwd_at,---
IG_1617_2588729_2589266_fwd_at,---
IG_1618_2590755_2597859_fwd_at,ECs5496 /// ypfN
IG_1619_2591815_2591863_rev_at,---
IG_161_257772_257828_fwd_at,---
IG_1620_2594758_2594924_rev_at,---
IG_1621_2595639_2595850_rev_at,---
IG_1622_2597781_2612839_rev_at,---
IG_1623_2598969_2599181_fwd_at,---
IG_1624_2609891_2609940_fwd_at,---
IG_1625_2612803_2614113_fwd_at,---
IG_1626_2613902_2616094_rev_at,---
IG_1627_2615958_2619216_fwd_at,---
IG_1628_2616842_2616890_rev_at,---
IG_1629_2618181_2618265_rev_at,---
IG_162_258231_259611_fwd_f_at,---
IG_1630_2618920_2624714_rev_at,---
IG_1631_2620893_2621063_fwd_at,---
IG_1632_2624677_2627309_fwd_at,---
IG_1633_2626959_2628977_rev_at,---
IG_1634_2627502_2627811_fwd_at,---
IG_1635_2628886_2632251_fwd_at,---
IG_1636_2630556_2630623_rev_at,---
IG_1637_2632091_2633618_rev_at,---
IG_1638_2633623_2650354_fwd_at,---
IG_1639_2633871_2633903_rev_f_at,---
IG_163_259325_262551_rev_at,---
IG_1640_2635416_2635493_rev_at,---
IG_1641_2638596_2638705_rev_at,---
IG_1642_2640865_2641148_rev_at,---
IG_1643_2642304_2642452_rev_at,---
IG_1644_2642885_2643032_rev_at,---
IG_1645_2650308_2652176_rev_at,---
IG_1646_2651360_2661461_fwd_f_at,ryfA
IG_1647_2652963_2653094_rev_f_at,---
IG_1648_2654466_2654555_rev_at,---
IG_1649_2657488_2657582_rev_at,---
IG_164_261981_262094_fwd_at,---
IG_1650_2659576_2659662_rev_at,---
IG_1651_2660152_2660602_rev_at,---
IG_1652_2661344_2664726_rev_at,---
IG_1653_2662266_2662382_fwd_at,---
IG_1654_2663265_2663433_fwd_at,---
IG_1655_2664736_2667051_fwd_at,---
IG_1656_2665867_2666025_rev_at,---
IG_1657_2666917_2671835_rev_f_at,---
IG_1658_2671789_2680876_fwd_f_at,---
IG_1659_2673815_2673846_rev_at,---
IG_165_262171_269465_fwd_at,---
IG_1660_2677388_2677483_rev_at,---
IG_1661_2680859_2682273_rev_at,---
IG_1662_2682077_2683854_fwd_at,---
IG_1663_2683528_2685089_rev_at,---
IG_1664_2685046_2693958_fwd_at,---
IG_1665_2685429_2685488_rev_at,---
IG_1666_2687527_2687690_rev_at,---
IG_1667_2689182_2689675_rev_at,---
IG_1668_2693564_2695373_rev_at,---
IG_1669_2695378_2696706_fwd_at,---
IG_166_263232_263479_rev_at,ykfH
IG_1670_2696508_2698637_rev_at,---
IG_1671_2697628_2697682_fwd_at,---
IG_1672_2697944_2708439_fwd_at,---
IG_1673_2702084_2702354_rev_at,---
IG_1674_2705145_2705341_rev_at,---
IG_1675_2707425_2707456_rev_at,---
IG_1676_2708033_2710046_rev_at,---
IG_1677_2710905_2712458_rev_at,---
IG_1678_2712251_2713442_fwd_at,---
IG_1679_2713386_2714085_rev_at,---
IG_167_264431_264527_rev_at,---
IG_1680_2714031_2714773_fwd_at,---
IG_1681_2714470_2715510_rev_at,---
IG_1682_2715464_2716754_fwd_at,---
IG_1683_2716549_2722467_rev_at,---
IG_1684_2717175_2717218_fwd_at,---
IG_1685_2717942_2717972_fwd_at,---
IG_1686_2720634_2720743_fwd_at,---
IG_1687_2722103_2722198_fwd_at,---
IG_1688_2722472_2734165_fwd_f_at,---
IG_1689_2723767_2724088_rev_f_at,---
IG_168_264768_264843_rev_at,---
IG_1690_2724209_2724300_rev_s_at,---
IG_1691_2727205_2727388_rev_f_at,---
IG_1692_2727465_2727635_rev_f_at,---
IG_1693_2729179_2729619_rev_f_at,---
IG_1694_2732194_2732322_rev_at,---
IG_1695_2734032_2736967_rev_at,---
IG_1696_2735516_2735618_fwd_at,---
IG_1697_2735667_2735764_fwd_at,---
IG_1698_2736926_2739340_fwd_at,---
IG_1699_2739171_2742202_rev_at,---
IG_169_266192_266407_rev_at,---
IG_16_16558_17488_fwd_f_at,---
IG_1700_2739746_2739894_fwd_at,---
IG_1701_2742128_2745906_fwd_at,---
IG_1702_2742551_2742591_rev_at,---
IG_1703_2744206_2744453_rev_at,---
IG_1704_2745816_2748135_rev_at,---
IG_1705_2746774_2746817_fwd_at,---
IG_1706_2748082_2748851_fwd_at,---
IG_1707_2748730_2752028_rev_at,---
IG_1708_2749731_2749815_fwd_at,---
IG_1709_2751478_2751814_fwd_at,bamE
IG_170_267245_267320_rev_at,---
IG_1710_2751968_2752916_fwd_at,---
IG_1711_2752786_2755664_rev_at,---
IG_1712_2753400_2753508_fwd_at,---
IG_1713_2753975_2754179_fwd_at,---
IG_1714_2755422_2756664_fwd_at,---
IG_1715_2756622_2759371_rev_at,---
IG_1716_2756878_2757005_fwd_at,---
IG_1717_2758416_2758567_fwd_at,---
IG_1718_2759195_2763938_fwd_at,---
IG_1719_2763175_2763533_rev_at,---
IG_171_268188_268512_rev_at,---
IG_1720_2763798_2769860_rev_at,---
IG_1721_2765013_2765055_fwd_at,rnlB
IG_1722_2765377_2765724_fwd_at,---
IG_1723_2766595_2766685_fwd_at,---
IG_1724_2767508_2767723_fwd_at,---
IG_1725_2769637_2771338_fwd_at,---
IG_1726_2770707_2770856_rev_at,---
IG_1727_2771114_2776166_rev_at,---
IG_1728_2773043_2773939_fwd_at,---
IG_1729_2774890_2775135_fwd_at,ypjJ
IG_172_269407_273324_rev_at,---
IG_1730_2775804_2783240_fwd_at,---
IG_1731_2780877_2781084_rev_at,---
IG_1732_2781229_2781657_rev_at,---
IG_1733_2782450_2782548_rev_at,---
IG_1734_2783032_2783781_rev_at,---
IG_1735_2783373_2784416_fwd_at,---
IG_1736_2783994_2794357_rev_at,---
IG_1737_2785456_2785626_fwd_at,---
IG_1738_2786260_2786397_fwd_at,ECs3519
IG_1739_2786671_2786900_fwd_at,---
IG_173_270979_271053_fwd_at,---
IG_1740_2792037_2792273_fwd_at,---
IG_1741_2794358_2795231_fwd_at,---
IG_1742_2794808_2794890_rev_at,---
IG_1743_2795050_2796111_rev_at,---
IG_1744_2796066_2797184_fwd_at,---
IG_1745_2796517_2797670_rev_at,---
IG_1746_2797635_2798154_fwd_at,---
IG_1747_2798016_2812238_rev_at,---
IG_1748_2798497_2798743_fwd_at,---
IG_1749_2802483_2802835_fwd_at,---
IG_174_271480_272085_fwd_at,---
IG_1750_2805096_2805152_fwd_at,---
IG_1751_2806146_2806336_fwd_at,---
IG_1752_2807515_2807637_fwd_at,---
IG_1753_2808701_2808790_fwd_at,---
IG_1754_2809322_2809447_fwd_at,---
IG_1755_2812176_2823854_fwd_f_at,---
IG_1756_2812755_2812904_rev_at,---
IG_1757_2814462_2814533_rev_at,---
IG_1758_2815526_2815805_rev_f_at,---
IG_1759_2815883_2816080_rev_f_at,---
IG_175_273217_274524_fwd_at,---
IG_1760_2816158_2816219_rev_f_at,---
IG_1761_2816297_2816494_rev_f_at,---
IG_1762_2816668_2816982_rev_at,---
IG_1763_2817169_2817402_rev_at,---
IG_1764_2820034_2820161_rev_at,---
IG_1765_2820663_2820730_rev_at,---
IG_1766_2821793_2821871_rev_at,---
IG_1767_2822370_2822513_rev_at,---
IG_1768_2823600_2828797_rev_at,---
IG_1769_2826540_2826643_fwd_at,---
IG_176_274342_276979_rev_at,---
IG_1770_2827004_2827069_fwd_at,---
IG_1771_2827844_2827874_fwd_at,---
IG_1772_2828802_2830498_fwd_at,---
IG_1773_2830388_2833195_rev_at,---
IG_1774_2833069_2837546_fwd_at,---
IG_1775_2835449_2835600_rev_at,---
IG_1776_2836129_2836276_rev_at,---
IG_1777_2837291_2840595_rev_at,---
IG_1778_2840438_2848669_fwd_f_at,---
IG_1779_2847873_2847996_rev_at,---
IG_177_276872_281480_fwd_f_at,---
IG_1780_2848459_2854475_rev_at,---
IG_1781_2851281_2851318_fwd_at,---
IG_1782_2852288_2852360_fwd_at,---
IG_1783_2854440_2855115_fwd_at,---
IG_1784_2854830_2858489_rev_at,---
IG_1785_2857678_2857782_fwd_at,---
IG_1786_2858440_2859452_fwd_at,---
IG_1787_2859288_2864581_rev_at,---
IG_1788_2861525_2861615_fwd_at,---
IG_1789_2863036_2863123_fwd_at,---
IG_178_279100_279608_rev_f_at,insX
IG_1790_2864489_2874603_fwd_at,---
IG_1791_2865575_2865636_rev_at,---
IG_1792_2866777_2866915_rev_at,---
IG_1793_2870844_2871036_rev_at,---
IG_1794_2871361_2871409_rev_at,---
IG_1795_2874353_2876591_rev_at,---
IG_1796_2875642_2890236_fwd_at,---
IG_1797_2882162_2882575_rev_at,---
IG_1798_2885243_2885600_rev_at,---
IG_1799_2886336_2886409_rev_f_at,---
IG_179_279987_280052_rev_f_at,---
IG_17_16961_19810_rev_at,ECs0019
IG_1800_2889922_2892941_rev_at,---
IG_1801_2890603_2890649_fwd_at,---
IG_1802_2892795_2898613_fwd_at,---
IG_1803_2897441_2897509_rev_at,---
IG_1804_2898371_2902768_rev_at,---
IG_1805_2901397_2903663_fwd_at,---
IG_1806_2903441_2904664_rev_at,---
IG_1807_2904606_2913078_fwd_at,---
IG_1808_2905964_2906050_rev_at,---
IG_1809_2907689_2907915_rev_at,---
IG_180_281208_287627_rev_at,---
IG_1810_2908708_2908777_rev_at,---
IG_1811_2909362_2909438_rev_at,---
IG_1812_2911674_2911720_rev_at,---
IG_1813_2913023_2916066_rev_at,---
IG_1814_2915836_2923369_fwd_at,---
IG_1815_2920123_2920556_rev_at,---
IG_1816_2922136_2922756_rev_at,csrB
IG_1817_2923303_2929886_rev_at,---
IG_1818_2924219_2924329_fwd_at,---
IG_1819_2925695_2926250_fwd_at,---
IG_181_284393_284618_fwd_at,---
IG_1820_2927541_2927597_fwd_at,---
IG_1821_2929833_2932256_fwd_at,---
IG_1822_2931711_2938164_rev_at,---
IG_1823_2933574_2933605_fwd_at,---
IG_1824_2935382_2935459_fwd_at,---
IG_1825_2937333_2937389_fwd_at,---
IG_1826_2938122_2941358_fwd_at,gcvB
IG_1827_2940590_2940939_rev_at,---
IG_1828_2941171_2943057_rev_at,---
IG_1829_2943008_2945408_fwd_at,---
IG_182_287624_290723_fwd_f_at,---
IG_1830_2943865_2944102_rev_at,---
IG_1831_2945201_2945778_rev_f_at,---
IG_1832_2945486_2945518_fwd_f_at,---
IG_1833_2945596_2945628_fwd_f_at,---
IG_1834_2945706_2947263_fwd_at,---
IG_1835_2947123_2948656_rev_at,---
IG_1836_2948596_2967683_fwd_at,---
IG_1837_2956907_2957081_rev_at,---
IG_1838_2961137_2961174_rev_at,ECs3681 /// ygdB
IG_1839_2962200_2962382_rev_at,---
IG_183_288387_288524_rev_at,---
IG_1840_2964060_2964209_rev_at,---
IG_1841_2967000_2970690_rev_at,---
IG_1842_2968374_2968441_fwd_at,---
IG_1843_2969156_2969292_fwd_at,---
IG_1844_2969512_2969618_fwd_at,---
IG_1845_2970660_2974620_fwd_at,---
IG_1846_2974037_2975658_rev_at,---
IG_1847_2975653_2977042_fwd_at,---
IG_1848_2976922_2977964_rev_at,---
IG_1849_2977979_2983868_fwd_at,---
IG_184_289530_289872_rev_at,---
IG_1850_2978658_2978785_rev_at,---
IG_1851_2980205_2980518_rev_at,---
IG_1852_2982147_2982432_rev_at,---
IG_1853_2983618_2987956_rev_at,---
IG_1854_2985099_2985497_fwd_at,---
IG_1855_2986191_2986523_fwd_at,---
IG_1856_2987809_2988575_fwd_at,---
IG_1857_2988395_2992481_rev_at,---
IG_1858_2989023_2989289_fwd_at,---
IG_1859_2989782_2990115_fwd_at,---
IG_185_290571_291545_rev_at,---
IG_1860_2991493_2991659_fwd_at,---
IG_1861_2991879_2992020_fwd_at,---
IG_1862_2992438_2998366_fwd_f_at,---
IG_1863_2992929_2992958_rev_at,---
IG_1864_2993115_2993335_rev_at,---
IG_1865_2996011_2996055_rev_at,ECs3736
IG_1866_2996893_2997005_rev_at,---
IG_1867_2997080_2997157_rev_at,---
IG_1868_2997938_3002029_rev_f_at,---
IG_1869_3001991_3004355_fwd_f_at,---
IG_186_291456_302214_fwd_f_at,---
IG_1870_3003809_3010634_rev_at,---
IG_1871_3005448_3005530_fwd_at,---
IG_1872_3006728_3006784_fwd_at,---
IG_1873_3009435_3009481_fwd_at,---
IG_1874_3010415_3013180_fwd_at,---
IG_1875_3013016_3026543_rev_at,---
IG_1876_3013760_3014080_fwd_at,---
IG_1877_3022208_3022314_fwd_at,---
IG_1878_3025107_3025141_fwd_at,---
IG_1879_3026509_3029317_fwd_at,---
IG_187_292173_292443_rev_at,---
IG_1880_3028967_3031676_rev_at,---
IG_1881_3030836_3031084_fwd_at,---
IG_1882_3031634_3037874_fwd_at,---
IG_1883_3034303_3034392_rev_at,---
IG_1884_3037764_3038435_rev_at,---
IG_1885_3038397_3039332_fwd_at,---
IG_1886_3039091_3040508_rev_at,---
IG_1887_3040314_3041681_fwd_at,---
IG_1888_3041169_3041331_rev_at,---
IG_1889_3041644_3043177_rev_at,---
IG_188_294024_294362_rev_at,---
IG_1890_3043122_3053631_fwd_at,---
IG_1891_3043922_3044187_rev_at,---
IG_1892_3047062_3047179_rev_at,---
IG_1893_3048688_3049134_rev_at,---
IG_1894_3053471_3055197_rev_at,---
IG_1895_3053962_3054002_fwd_at,---
IG_1896_3054186_3054260_fwd_at,ECs3782
IG_1897_3054810_3057772_fwd_at,---
IG_1898_3056431_3056685_rev_at,---
IG_1899_3057346_3057400_rev_at,---
IG_189_294804_294919_rev_at,---
IG_18_18656_18714_fwd_at,---
IG_1900_3057632_3064296_rev_at,---
IG_1901_3058667_3058869_fwd_at,---
IG_1902_3064301_3079805_fwd_f_at,---
IG_1903_3065209_3065359_rev_at,---
IG_1904_3066101_3066192_rev_at,---
IG_1905_3066829_3066966_rev_at,---
IG_1906_3067828_3068184_rev_at,---
IG_1907_3069265_3069478_rev_f_at,---
IG_1908_3070643_3070691_rev_at,---
IG_1909_3071712_3071995_rev_at,---
IG_190_296321_296604_rev_at,---
IG_1910_3077350_3077662_rev_at,---
IG_1911_3079655_3080895_rev_at,---
IG_1912_3080691_3084205_fwd_f_at,---
IG_1913_3081817_3081953_rev_at,---
IG_1914_3084086_3084417_rev_at,---
IG_1915_3084422_3084724_fwd_at,---
IG_1916_3084670_3092118_rev_at,---
IG_1917_3085880_3086302_fwd_at,---
IG_1918_3087698_3087773_fwd_at,---
IG_1919_3088272_3088365_fwd_at,---
IG_191_301798_303076_rev_at,---
IG_1920_3090848_3090883_fwd_at,---
IG_1921_3091936_3093116_fwd_at,---
IG_1922_3093145_3096576_rev_at,---
IG_1923_3096423_3101030_fwd_at,---
IG_1924_3097585_3097700_rev_at,---
IG_1925_3098748_3098922_rev_at,---
IG_1926_3099643_3099824_rev_at,---
IG_1927_3100871_3105037_rev_at,---
IG_1928_3102387_3102447_fwd_at,---
IG_1929_3103531_3103683_fwd_at,---
IG_192_302830_311335_fwd_at,---
IG_1930_3104989_3107569_fwd_at,---
IG_1931_3107234_3108606_rev_at,---
IG_1932_3108278_3108382_fwd_at,---
IG_1933_3108459_3126286_fwd_at,---
IG_1934_3110006_3110070_rev_at,---
IG_1935_3110938_3111083_rev_at,---
IG_1936_3111495_3111559_rev_at,---
IG_1937_3112493_3112566_rev_at,---
IG_1938_3117129_3117612_rev_at,---
IG_1939_3119296_3119649_rev_at,---
IG_193_303407_303718_rev_at,---
IG_1940_3126037_3127057_rev_at,---
IG_1941_3129210_3132145_fwd_at,---
IG_1942_3130334_3130468_rev_at,yghQ
IG_1943_3131228_3131258_rev_at,---
IG_1944_3131973_3132886_rev_at,---
IG_1945_3132839_3136693_fwd_at,---
IG_1946_3134387_3134677_rev_at,---
IG_1947_3136538_3137730_rev_at,---
IG_1948_3137609_3145911_fwd_at,---
IG_1949_3144277_3144464_rev_at,---
IG_194_309251_309307_rev_at,---
IG_1950_3144753_3144870_rev_at,---
IG_1951_3145707_3146991_rev_at,---
IG_1952_3146953_3147676_fwd_at,---
IG_1953_3147487_3148832_rev_f_at,---
IG_1954_3148562_3148736_fwd_f_at,---
IG_1955_3148983_3150250_fwd_at,---
IG_1956_3150148_3152275_rev_at,---
IG_1957_3151439_3151577_fwd_at,---
IG_1958_3153404_3156943_rev_at,---
IG_1959_3154533_3154753_fwd_at,dkgA
IG_195_309896_309969_rev_at,---
IG_1960_3155465_3155663_fwd_at,---
IG_1961_3156902_3167843_fwd_at,---
IG_1962_3159163_3159272_rev_at,---
